stop_id,stop_name,stop_lon,stop_lat
istb.540,Kınalıada ŞH.,29.055537864,40.91057377
istb.541,Burgazada ŞH.,29.070601567,40.88114657
istb.564,Bostancı ŞH.,29.094057794,40.951485917
istb.528,Büyükada ŞH.,29.127976077,40.875772013
istb.511,Heybeliada ŞH.,29.102048658,40.877072422
istb.526,Yeni Kadıköy ŞH.,29.022709887,40.992993379
istb.517,Kabataş ŞH.,28.993601313,41.033707014
istb.519,Anadolu Kavağı ŞH.,29.087903935,41.173396231
istb.516,Rumeli Kavağı ŞH.,29.075199668,41.181627667
istb.532,Sarıyer ŞH.,29.057584654,41.166269388
istb.561,Kanlıca ŞH.,29.065258217,41.10030966
istb.521,Beşiktaş-Üsküdar ŞH.,29.007361837,41.041040505
istb.525,Eminönü-Üsküdar ŞH.,28.976263159,41.017114148
istb.512,Beykoz ŞH.,29.090313328,41.134311015
istb.529,Paşabahçe ŞH.,29.093198913,41.116817064
istb.514,Çubuklu ŞH.,29.080439978,41.107464371
istb.554,Anadolu Hisarı ŞH.,29.066542996,41.083287781
istb.569,Çengelköy ŞH.,29.051417557,41.051032185
istb.563,Beylerbeyi ŞH.,29.044542188,41.045037527
istb.538,Ortaköy ŞH.,29.025685515,41.047176412
istb.555,Arnavutköy ŞH.,29.043434351,41.06677788
istb.566,Bebek ŞH.,29.044550745,41.076320062
istb.536,Kandilli ŞH.,29.058228391,41.074562274
istb.562,Emirgan ŞH.,29.05613055,41.103060584
istb.560,Üsküdar ŞH.,29.014965992,41.027771506
istb.518,Küçüksu ŞH.,29.065115662,41.079176515
istb.545,İstinye ŞH.,29.061313227,41.113266915
istb.546,Haydarpaşa ŞH.,29.017828966,40.996178541
istb.548,Karaköy ŞH.,28.976570707,41.021760805
istb.534,Eminönü-Kadıköy ŞH.,28.975159856,41.017545704
istb.547,Eyüp ŞH.,28.937830667,41.047314964
istb.549,Sütlüce ŞH.,28.9406836,41.046638031
istb.550,Ayvansaray ŞH.,28.944816008,41.040805782
istb.524,Hasköy ŞH.,28.949099161,41.040583416
istb.530,Kasımpaşa ŞH.,28.966173223,41.030375547
istb.542,Eminönü-Haliç ŞH.,28.968875751,41.019498916
istb.568,Beşiktaş-Kadıköy ŞH.,29.0056554,41.039952744
istb.800323,Söğütlüçeşme,29.037997016,40.991288459
istb.800029,Fikirtepe,29.047433643,40.993731425
istb.800030,Uzunçayır,29.056608794,40.998922929
istb.800031,Acıbadem,29.057260256,41.014565713
istb.800033,Altunizade,29.048624838,41.02153817
istb.800034,Burhaniye Mahallesi,29.047079236,41.032208368
istb.800035,Boğaz Köprüsü,29.043500059,41.036416067
istb.800045,Zincirlikuyu,29.013061185,41.066153985
istb.800047,Topkapı,28.91737789,41.020360304
istb.800041,Cevizlibağ,28.911445954,41.016760948
istb.800040,Merter,28.897650779,41.007811033
istb.800039,Zeytinburnu Metro,28.89064841,41.003306818
istb.800038,İncirli - Ömür,28.872165238,40.997785058
istb.800028,Bahçelievler,28.863471931,40.995059278
istb.800027,Şirinevler,28.846399081,40.991706708
istb.800026,Yenibosna - Kuleli,28.835192544,40.992319262
istb.800025,Sefaköy,28.798517665,40.998583234
istb.800324,Beşyol,28.794867155,40.994276338
istb.800024,Florya - Bağlar,28.790002389,40.987354769
istb.800023,Cennet,28.783087974,40.985369529
istb.800022,Küçükçekmece,28.77009793,40.986469373
istb.800021,İETT Kampı,28.745043486,40.977968307
istb.800020,Şükrübey,28.731838244,40.980087755
istb.800019,İÜ Avcılar Kampüsü,28.725868387,40.983626591
istb.800046,Mecidiyeköy,28.991872515,41.06687435
istb.800042,Çağlayan,28.980710073,41.067365889
istb.800043,SSK Okmeydanı Hastanesi,28.976073013,41.067422007
istb.800036,Perpa,28.967938662,41.062612511
istb.800037,Okmeydanı,28.961027664,41.056398226
istb.800032,Halıcıoğlu,28.946368511,41.048830339
istb.800049,Ayvansaray,28.937969256,41.03905477
istb.800048,Edirnekapı,28.929490127,41.033378702
istb.800181,Maltepe,28.92148128,41.023939637
istb.800333,Avcılar Merkez,28.713823319,40.990600262
istb.800334,Mustafa Kemal Paşa,28.706380972,40.994944392
istb.800335,Saadetdere Mah.,28.693115165,40.999728681
istb.800331,Haramidere Sanayi,28.685049601,41.004377083
istb.800330,Haramidere,28.67300782,41.005979861
istb.800329,Güzelyurt,28.665033411,41.006602333
istb.800328,Beylikdüzü,28.656778855,41.009586239
istb.800327,Beylikdüzü Belediye,28.650108748,41.012165194
istb.800326,Cumhuriyet Mah.,28.641444362,41.015464073
istb.800325,Hadımköy,28.630919751,41.019532277
istb.800332,Beylikdüzü Sondurak,28.625777583,41.021949901
istb.188871,SULTANAHMET,28.97676,41.01556
istb.189156,EMİNÖNÜ İSKELE,28.97556,41.01703
istb.184176,SALIPAZARI,28.98676,41.02881
istb.183387,DOLMABAHÇE SARAYI,28.99556,41.03479
istb.183786,BEŞİKTAŞ MEYDAN,29.00732,41.04375
istb.183478,BARBAROS BULVARI,29.00807,41.04729
istb.191983,BOĞAZİÇİ KÖPRÜSÜ,29.04315,41.03647
istb.191121,MİLLET BAHÇESİ,29.052,41.023
istb.191128,KISIKLI,29.06223,41.02193
istb.191129,KISIKLI,29.06243,41.02203
istb.191120,MİLLET BAHÇESİ,29.05431,41.0239
istb.191984,BOĞAZİÇİ KÖPRÜSÜ,29.04342,41.03682
istb.183477,BARBAROS BULVARI,29.00789,41.04797
istb.193238,AKARETLER,29.00394,41.04165
istb.184406,VALİDEÇEŞME,28.99843,41.043
istb.184409,VİŞNEZADE,28.99591,41.04236
istb.184168,TEKNİK ÜNİVERSİTE,28.99308,41.03791
istb.184158,TAKSİM,28.98632,41.03729
istb.184191,TEPEBAŞI,28.974,41.0329
istb.189051,EMİNÖNÜ MISIRÇARŞISI,28.97039,41.01771
istb.184410,İNÖNÜ STADI,28.995,41.0403
istb.188259,FENER,28.95151,41.0303
istb.188269,FESHANE,28.93784,41.04235
istb.189142,TELEFERİK,28.93462,41.05032
istb.189146,EYÜP HASTANESİ,28.94078,41.05676
istb.189154,İGDAŞ GENEL MD.,28.94352,41.07221
istb.184239,SİLAHTAR,28.94625,41.06932
istb.184230,MİNİATÜRK,28.95039,41.05867
istb.184225,HALİÇ KONGRE MERKEZİ,28.94318,41.05359
istb.184210,KIRMIZI MİNARE,28.9495,41.0425
istb.184196,KASIMPAŞA,28.96705,41.03103
istb.188268,FESHANE,28.9375,41.04333
istb.189143,TELEFERİK,28.93462,41.04989
istb.189052,EDİRNEKAPI TRAMVAY,28.93406,41.03129
istb.189209,TOPKAPI ALT GEÇİT,28.92608,41.02229
istb.188372,MEVLANAKAPI,28.92118,41.01314
istb.188376,SİLİVRİKAPI,28.92088,41.00567
istb.189160,YENİKAPI SAHİL,28.95552,41.0036
istb.189003,KUMKAPI,28.96644,41.00283
istb.189001,ÇATLADIKAPI,28.97457,41.00206
istb.184157,TAKSİM,28.98571,41.03854
istb.184901,SABİHA GÖKÇEN İ.D.H.,29.31503,40.90863
istb.192621,KAVACIK KÖPRÜSÜ,29.09343,41.0875
istb.183454,LEVENT,29.01444,41.0759
istb.183854,Z.KUYU-METROBÜS 2,29.0123,41.06496
istb.185252,KADIKÖY,29.02449,40.99379
istb.192190,HAMZA YERLİKAYA,29.02635,40.99703
istb.192194,İBRAHİMAĞA,29.02911,40.99841
istb.186409,ASKERİ HASTANE,29.0196,41.0028
istb.192195,KOŞUYOLU KÖPRÜSÜ,29.03214,41.00432
istb.192201,ACIBADEM KÖPRÜSÜ,29.04258,41.00242
istb.192210,GÖZTEPE KÖPRÜSÜ,29.07171,40.99284
istb.192212,YENİSAHRA,29.08826,40.98618
istb.185418,OTOYOL KAVŞAĞI,29.32596,40.92981
istb.186952,HARMANDERE,29.32336,40.92908
istb.184989,BENZİNCİ,29.31582,40.92636
istb.187337,HAVAALANI KAVŞAĞI,29.31309,40.92411
istb.184900,SABİHA GÖKÇEN NİZ.,29.31324,40.91217
istb.184899,SABİHA GÖKÇEN NİZ.,29.31349,40.91239
istb.184988,BENZİNCİ,29.31604,40.9263
istb.186951,HARMANDERE,29.32326,40.92826
istb.185419,OTOYOL KAVŞAĞI,29.32511,40.9291
istb.192211,YENİSAHRA,29.08843,40.9867
istb.192209,GÖZTEPE KÖPRÜSÜ,29.07172,40.99343
istb.192203,ACIBADEM METRO İST.,29.04576,41.00198
istb.192199,NUMUNE HASTANESİ,29.02139,41.00501
istb.186408,ASKERİ HASTANE,29.02273,41.00192
istb.192191,HAMZA YERLİKAYA,29.02453,40.9951
istb.188484,KARADENİZ MAH. PERON,28.88387,41.08802
istb.189254,KARADENİZ MAHALLESİ,28.88143,41.08553
istb.189210,MERVE,28.88204,41.08301
istb.188124,MENDERES CADDESİ,28.88144,41.08016
istb.188712,G. ALDOĞAN CAD.,28.88301,41.07759
istb.189252,500 EVLER,28.88313,41.07484
istb.188715,PAPATYA SOKAK,28.88504,41.0737
istb.189323,CEVATPAŞA,28.88307,41.0721
istb.189325,CEVATPAŞA İ.Ö. OKULU,28.88494,41.06979
istb.188673,B.PAŞA ŞEHİR PARKI,28.88623,41.0662
istb.188675,PARK ADA,28.88896,41.06412
istb.189331,YILDIRIM MAHALLESİ,28.89196,41.06367
istb.189332,Ş.KAMİL BALKAN CAD.,28.8971,41.06269
istb.188189,YEŞİL SOKAK,28.89857,41.06095
istb.188221,TUNA İLKÖĞRETİM OKUL,28.89423,41.06088
istb.188254,50 YIL CADDESİ,28.89353,41.05957
istb.188274,B.B.SPOR TESİSLERİ,28.89643,41.05577
istb.188606,KOCATEPE MAHALLESİ,28.89917,41.05238
istb.188280,FORUM İSTANBUL,28.89933,41.04922
istb.188342,KOCATEPE METRO,28.89649,41.04901
istb.189615,İSTANBUL ÜNVRS.AVCIL,28.72187,40.9863
istb.189441,İGS,28.71805,40.98822
istb.189647,AVCILAR LİSESİ,28.71077,40.99248
istb.189444,TÜRKSAN,28.70621,40.99526
istb.193164,AVCILAR E5,28.70218,40.9978
istb.189826,AMBARLI KAVŞAĞI,28.70019,40.99881
istb.190226,SAADETDERE MAH.,28.69597,41.00004
istb.190530,HARAMİDERE SAN.SİT,28.68513,41.0045
istb.190486,HARAMİDERE,28.67384,41.00618
istb.189446,BALABANLI,28.66679,41.00653
istb.193648,REAL,28.65705,41.00956
istb.189449,BÜYÜKŞEHİR KONUTLAR,28.649,41.01276
istb.194010,BİZİMKENT,28.64545,41.01372
istb.189824,BEYLİKDÜZÜ İSKİ,28.63692,41.01715
istb.190532,BEYLİKDÜZÜ (E5),28.6343,41.01815
istb.190552,TÜYAP,28.62432,41.0234
istb.193649,SPOTCULAR,28.61985,41.02555
istb.193632,TABYA,28.60208,41.02566
istb.190541,BÜYÜKÇEKMECE,28.58375,41.02237
istb.189830,ÜSTGECİT,28.5777,41.01996
istb.190545,MİMARSİNAN,28.56509,41.01881
istb.189549,E-5 MİMARSİNAN,28.55961,41.01734
istb.189555,AYMERKEZ,28.54484,41.0141
istb.193810,MALATYA PAZARI,28.54031,41.01302
istb.190460,EKİNOBA,28.53642,41.0122
istb.189858,BATIKÖY İÖO,28.53532,41.01049
istb.189533,M.KEMAL PAŞA BUL.,28.53913,41.0069
istb.189535,DR.SADIK AHMET İÖO,28.54024,41.00636
istb.194194,OBA,28.54152,41.00528
istb.189531,MUHTARLIK,28.54192,41.0042
istb.192939,M.SİNAN KONAKLARI,28.54151,40.99916
istb.189529,ÇARŞI (HTY48),28.53976,40.99541
istb.189527,SİNANOBA,28.53995,40.99289
istb.193540,SAHİL SİTE VİLLALARI,28.54059,40.99146
istb.189525,VİLLALAR,28.53705,40.99145
istb.189635,ANA OKULU,28.53393,40.9927
istb.189519,ATRIUM,28.53457,40.99657
istb.193538,ÇAKMIKLI CADDESİ,28.53229,41.0013
istb.189433,BİLLUR CADDESİ,28.53237,41.00071
istb.193536,GÜZELCE YOLAĞZI,28.532,41.00329
istb.190883,BATIKÖY,28.53291,41.00357
istb.193557,HÜNKARTEPE CAD.,28.53344,41.01459
istb.193555,MURATÇEŞME SAĞ.OCAĞI,28.52962,41.01716
istb.193553,HÜNKARTEPE,28.52794,41.01833
istb.193554,MURATÇEŞME SAĞLIK OC,28.52943,41.01711
istb.193556,HÜNKARTEPE CAD.,28.53357,41.01432
istb.190882,BATIKÖY,28.53268,41.00372
istb.193535,GÜZELCE YOLAĞZI,28.532,41.0028
istb.189432,BİLLUR CADDESİ,28.53218,41.00086
istb.193537,ÇAKMIKLI CADDESİ,28.53223,41.00142
istb.189518,ATRİUM,28.53439,40.99641
istb.189634,ANA OKULU,28.5342,40.99255
istb.189524,VİLLALAR,28.54021,40.99209
istb.193539,SAHİL SİTE VİLLALARI,28.54052,40.9914
istb.189526,SİNANOBA,28.53976,40.99539
istb.189528,ÇARŞI (HTY48),28.54104,40.99802
istb.192938,M.SİNAN KONAKLARI,28.54048,40.99702
istb.189530,MUHTARLIK,28.54262,41.00248
istb.194193,OBA,28.54164,41.00512
istb.189534,DR.SADIK AHMET İÖO,28.54067,41.00621
istb.189532,M.KEMAL PAŞA BUL.,28.53895,41.00705
istb.189857,BATIKÖY İÖO,28.53592,41.01034
istb.190459,EKİNOBA,28.53685,41.01191
istb.189554,AYMERKEZ,28.54482,41.01385
istb.193809,MALATYA PAZARI,28.55076,41.01516
istb.189548,E-5 MİMARSİNAN,28.55982,41.01711
istb.190546,MİMAR SİNAN,28.573,41.01947
istb.193529,BÜYÜKÇEKMECE İSKİ,28.56903,41.019
istb.189829,ÜSTGEÇİT,28.57736,41.01979
istb.190540,BÜYÜKÇEKMECE,28.58485,41.02268
istb.190543,BÜYÜKÇEKMECE-1,28.581,41.02033
istb.189695,FATİH MAHALLESİ,28.59278,41.02434
istb.190547,TABYA 1,28.59825,41.02352
istb.190548,TABYA 2,28.60336,41.02434
istb.190550,ESKİYOL,28.6202,41.0233
istb.190551,TÜYAP,28.62454,41.02359
istb.190531,BEYLİKDÜZÜ (E5),28.63337,41.01861
istb.189823,BEYLİKDÜZÜ İSKİ,28.63719,41.01719
istb.194234,ÇAMLIK,28.64124,41.01549
istb.194009,BİZİMKENT,28.64393,41.01476
istb.189448,BÜYÜKŞEHİR KONUTLAR,28.65016,41.01186
istb.190421,MİGROS,28.65709,41.00923
istb.194376,MİGROS,28.65916,41.00814
istb.189445,BALABANLI,28.6632,41.00711
istb.190485,HARAMİDERE,28.67412,41.00592
istb.190529,HARAMİDERE SAN.SİT.,28.68473,41.00456
istb.190225,SAADATDERE MAH.,28.69058,41.0002
istb.189825,AMBARLI KAVŞAĞI,28.70025,40.99849
istb.193163,AVCILAR E5,28.70229,40.99703
istb.189443,TÜRKSAN,28.70562,40.99516
istb.189646,AVCILAR LİSESİ,28.71088,40.99203
istb.194103,CİHANGİR MAHALLESİ,28.71383,40.99043
istb.189440,İGS,28.7179,40.98814
istb.192868,S.F.KALKANCI İÖO,28.66935,41.00886
istb.193856,MEHMET AKİF ERSOY CA,28.67118,41.01061
istb.193858,SELİN EVLER,28.67239,41.01196
istb.193860,ORHANGAZİ CADDESİ,28.66813,41.01277
istb.192866,UFUK CADDESİ,28.66669,41.01345
istb.192864,BAĞDAT CADDESİ,28.66387,41.01557
istb.192862,MEHTERÇEŞME,28.66486,41.01837
istb.194443,1817.SOKAK,28.66464,41.01975
istb.194437,1866.SOKAK,28.66471,41.02319
istb.194435,CUMHURİYET CADDESİ,28.6638,41.02591
istb.193642,KIRAÇ KÖPRÜ,28.66621,41.02917
istb.189850,CUMHURİYET CADDESİ,28.66308,41.03072
istb.189844,YENİ MAHALLE,28.65926,41.03383
istb.189848,PALMİYE SOKAK,28.65802,41.03485
istb.189846,SU YOLU,28.65569,41.0368
istb.190378,İSKİ TESİSLERİ,28.65133,41.0398
istb.189842,ESEN SOKAK,28.64692,41.04132
istb.189840,FEVZİ ÇAKMAK CADDESİ,28.64639,41.03929
istb.189838,KIRAÇ CAMİİ,28.64655,41.03815
istb.189836,KIRAÇ KÖYÜ,28.64659,41.03645
istb.189828,KIRAÇ BELEDİYESİ,28.64919,41.03389
istb.193683,ALİ RIZA CADDESİ,28.65371,41.0324
istb.189755,KIRAÇ 1,28.65202,41.03336
istb.189752,MERKEZ MAHHALESİ,28.65202,41.02902
istb.193893,YUNUS EMRE CAMİİ,28.65019,41.0277
istb.193895,KAZIM KARABEKİR CADD,28.64528,41.02972
istb.193897,KIRAÇ,28.64046,41.03126
istb.189754,KIRAÇ 1,28.65184,41.03353
istb.193682,ALİ RIZA CADDESİ,28.65376,41.03221
istb.189827,KIRAÇ BELEDİYESİ,28.64924,41.03376
istb.189835,KIRAÇ KÖYÜ,28.64668,41.0366
istb.189837,KIRAÇ CAMİİ,28.64715,41.03832
istb.189839,FEVZİ ÇAKMAK CADDESİ,28.64603,41.03948
istb.189841,ESEN SOKAK,28.646,41.04141
istb.190379,İSKİ TESİSLERİ,28.65129,41.03993
istb.189845,SU YOLU,28.6555,41.03679
istb.189847,PALMİYE SOKAK,28.65797,41.03476
istb.189843,YENİ MAHALLE,28.65911,41.03377
istb.189849,CUMHURİYET CADDESİ,28.66239,41.03089
istb.193641,KIRAÇ KÖPRÜ,28.66588,41.02927
istb.194434,CUMHURİYET CADDESİ,28.66375,41.02578
istb.194436,1866.SOKAK,28.66454,41.02305
istb.194442,1817.SOKAK,28.6645,41.01966
istb.192861,MEHTERÇEŞME,28.66474,41.01816
istb.192863,BAĞDAT CADDESİ,28.66374,41.01551
istb.192865,UFUK CADDESİ,28.66662,41.01317
istb.193859,ORHANGAZİ CADDESİ,28.66819,41.01255
istb.193857,SELİN EVLER,28.67212,41.01201
istb.193855,MEHMET AKİF ERSOY CA,28.67151,41.01058
istb.192867,S.F.KALKANCI İÖO,28.6692,41.00905
istb.193032,YAKUPLU KÖPRÜSÜ,28.66807,41.00693
istb.190447,YENİBOSNA METRO,28.83736,40.99053
istb.189419,KULELİ,28.83544,40.99252
istb.189417,KÜLTÜR ÜNİVERSİTESİ,28.82982,40.99282
istb.189415,FİDANLIK,28.81507,40.99557
istb.189413,MESKENLER,28.80676,41.00084
istb.189411,K.ÇEKMECE BELEDİYESİ,28.7985,40.99889
istb.193659,KARTALTEPE,28.79814,41.00043
istb.192959,BELEDİYE CADDESİ,28.79955,41.00143
istb.189951,SEFAKÖY,28.79804,41.00438
istb.189888,SEFAKÖY POLİS MERK.,28.79844,41.00642
istb.189954,YELDEĞİRMENİ,28.79879,41.00925
istb.189949,BORU SANAYİİ,28.79306,41.0108
istb.189946,KAUCUK SANAYİİ,28.79186,41.01583
istb.190880,KARBOSAN,28.79165,41.01814
istb.189944,TUĞLA HARMANLARI,28.79116,41.02133
istb.189942,MESLEK LİSESİ,28.79097,41.02336
istb.189940,OYAK SİTESİ,28.79061,41.02662
istb.189937,S.ZAİM ÜNİVERSİTESİ,28.78902,41.03442
istb.193708,HALKALI POLİS MERKEZ,28.78794,41.03549
istb.192917,M.AKİF.ERSOY.HASTANE,28.77862,41.03438
istb.190482,TURGUT ÖZAL BULVARI,28.77421,41.0341
istb.190013,YENİDOĞAN,28.77055,41.0336
istb.190401,KONUTBİRLİK KÖPRÜSÜ,28.76641,41.03465
istb.190010,KONUT BİRLİK,28.76393,41.03674
istb.190008,NÜKLEER ARAŞTIRMA M.,28.76199,41.03878
istb.189751,YARIMBURGAZ CAMİİ,28.75661,41.04235
istb.190004,YARIMBURGAZ,28.75327,41.04383
istb.190002,İSTANBUL CADDESİ,28.7492,41.04646
istb.189997,KURUÇEŞME,28.74989,41.05347
istb.189789,KÜÇÜKÇEKMECE GÖLÜ,28.74909,41.05681
istb.189995,ALTINŞEHİR İÖO,28.74804,41.06103
istb.193186,BAYRAMTEPE ÜST GEÇİT,28.75463,41.06186
istb.189993,ALTINŞEHİR MRK.CAMİİ,28.74717,41.06372
istb.190480,ESKİ İSTANBUL CAD.,28.74208,41.06352
istb.190476,AŞIK VEYSEL CADDESİ,28.73497,41.0651
istb.190474,MERCAN SOKAK,28.72814,41.06817
istb.190472,ŞAFAK SOKAK,28.72737,41.06963
istb.190470,TÜRKER SOKAK,28.72477,41.07231
istb.194023,ŞAHİN SOKAK,28.72267,41.07396
istb.190468,KİRAZ SOKAK,28.72066,41.07595
istb.190466,ŞAHİNTEPESİ,28.71749,41.07879
istb.193735,GARİPCAN SOKAK,28.71644,41.083
istb.193738,MURATDERE CADDESİ,28.71768,41.08628
istb.193029,İBRAHİM KOÇARSLAN İÖ,28.71826,41.08936
istb.193737,MURATDERE CADDESİ,28.71758,41.08623
istb.193734,GARİPCAN SOKAK,28.71633,41.08298
istb.190465,ŞAHİNTEPESİ,28.71755,41.07868
istb.190467,KİRAZ SOKAK,28.72041,41.07579
istb.194022,ŞAHİN SOKAK,28.71883,41.07736
istb.190469,TÜRKER SOKAK,28.72468,41.0722
istb.190471,ŞAFAK SOKAK,28.72719,41.0696
istb.190473,MERCAN SOKAK,28.72797,41.06824
istb.190475,AŞIK VEYSEL CADDESİ,28.7344,41.0651
istb.190479,ESKİ İSTANBUL CAD.,28.74213,41.06344
istb.193637,ALTINŞEHİR,28.74799,41.06264
istb.189994,ALTINŞEHİR İÖO,28.74782,41.06108
istb.189788,KÜÇÜKÇEKMECE GÖLÜ,28.749,41.05688
istb.189996,KURUÇEŞME,28.74976,41.05336
istb.190001,İSTANBUL CADDESİ,28.74913,41.04625
istb.190003,YARIMBURGAZ,28.75292,41.04385
istb.189750,YARIMBURGAZ CAMİİ,28.75681,41.04219
istb.190007,NÜKLEER ARAŞTIRMA M.,28.76177,41.0386
istb.190009,KONUT BİRLİK,28.7636,41.03667
istb.190400,KONUTBİRLİK KÖPRÜSÜ,28.76567,41.03484
istb.190012,YENİDOĞAN,28.76979,41.03349
istb.190481,TURGUT ÖZAL BULVARI,28.77388,41.03385
istb.192916,M.AKİF ERSOY HASTANE,28.77863,41.03426
istb.189938,S.ZAİM ÜNİVERSİTESİ,28.78904,41.03394
istb.189941,OYAK SİTESİ,28.79049,41.02703
istb.189943,MESLEK LİSESİ,28.7908,41.02383
istb.189945,TUĞLA HARMANLARI,28.79109,41.02131
istb.190881,KARBOSAN,28.79155,41.01799
istb.189947,KAUCUK SANAYİİ,28.79178,41.01604
istb.189948,BORU SANAYİİ,28.79289,41.01088
istb.193147,ÖZÜRLÜLER MERKEZİ,28.79442,41.00907
istb.189952,SEFAKÖY,28.79742,41.00486
istb.193703,KEMAL PAŞA,28.797,41.00018
istb.189412,MESKENLER,28.81178,40.99852
istb.189414,FİDANLIK,28.8152,40.99468
istb.189416,KÜLTÜR ÜNİVERSİTESİ,28.83075,40.99231
istb.189418,KULELİ,28.83602,40.99197
istb.190934,ESENLER METRO,28.88592,41.03722
istb.189819,ESENLER BELEDİYESİ,28.88435,41.03928
istb.189820,12.SOKAK,28.88196,41.04152
istb.190925,ESENLER,28.88039,41.04302
istb.190916,HAKYEMEZ,28.87941,41.04446
istb.193067,FEVZİ ÇAKMAK MAH,28.87822,41.04647
istb.190913,ÇİFTE DUTLAR,28.87654,41.04917
istb.190909,ATIŞALAN CADDESİ,28.87506,41.05303
istb.194085,ATIŞALANI LİSESİ,28.87608,41.05569
istb.190911,MEHMET AKİF İNAN CAD,28.87251,41.05521
istb.190907,TAŞOCAĞI CADDESİ,28.86955,41.05544
istb.190905,HAVAALANI MAHALLESİ,28.86968,41.0583
istb.190903,KARAOSMANOĞLU CAD.,28.86787,41.06179
istb.190901,İSMETPAŞA İÖO.,28.8644,41.06147
istb.190900,HZ. ALİ CAMİİ,28.86047,41.06224
istb.189674,YÜZYIL,28.85642,41.06583
istb.192905,G.NAKİPOĞLU İÖO,28.85841,41.06697
istb.192903,İKİZ KULELER,28.86118,41.06769
istb.192901,TEKSTİLKENT,28.86631,41.07035
istb.192899,ÇAMLIK,28.86949,41.07287
istb.194232,GİYİMKENT,28.87263,41.07465
istb.192900,TEKSTİLKENT,28.86592,41.07043
istb.192902,İKİZ KULELER,28.861,41.06797
istb.192904,G.NAKİPOĞLU İÖO,28.85826,41.06705
istb.189673,YÜZYIL,28.85634,41.06598
istb.190515,HZ. ALİ CAMİİ,28.85995,41.06234
istb.192931,ŞEHİT ALİKARAHAN CAD,28.8591,41.06036
istb.192929,ORUÇREİS MAHALLESİ,28.86057,41.05688
istb.193069,TUNA MAHALLESİ,28.86305,41.05464
istb.192933,BİRLİK MAHALLESİ,28.86572,41.0486
istb.194072,KAZIM KARABEKİR İÖO,28.87156,41.04689
istb.193995,KAZIM KARABEKİR CAD.,28.87467,41.04564
istb.190924,ESENLER,28.88019,41.04301
istb.190928,ÇİFTE BAKKALLAR,28.88092,41.04158
istb.190929,CUMHURİYET MEYDANI,28.88241,41.03778
istb.190932,ESENLER METRO,28.88781,41.03682
istb.194045,HADIMKÖY YOLU,28.62854,41.02484
istb.192909,HALKKENT SİTESİ,28.62729,41.02737
istb.194043,SAN-BİR 1,28.624,41.03265
istb.194160,SAN-BİR 2,28.62486,41.0377
istb.194041,KIRAÇ SAPAĞI,28.62721,41.04235
istb.190232,SAN-BİR 3,28.62802,41.04791
istb.194158,AZİZ DEMİR,28.62815,41.05281
istb.190230,FABRİKALAR,28.62556,41.05823
istb.190228,ÇAKMAKLI,28.62194,41.0649
istb.190220,SAN-BİR 4,28.62127,41.07063
istb.193477,DEMİRÇEKME,28.62163,41.07122
istb.189383,ALKENT,28.62468,41.07758
istb.189381,ALKENT 2000,28.62581,41.07972
istb.189374,HAVAALANI YOLU,28.6286,41.08629
istb.190222,KARAAĞAÇ KÖY YOLU,28.62706,41.08752
istb.189376,FATİH ÜNİVERSİTESİ,28.62438,41.09047
istb.190221,KARAAĞAÇ KÖY YOLU,28.62712,41.0876
istb.189373,HAVAALANI YOLU,28.62882,41.08683
istb.189371,AKÇABURGAZ,28.63508,41.09184
istb.190300,ESENYURT SAPAĞI,28.63629,41.09547
istb.190243,ÖMERLİ KÖYÜ,28.62775,41.11897
istb.190175,YEŞİLBAYIR KÖYÜ,28.62572,41.12224
istb.194148,PELTEKS,28.62433,41.12987
istb.190091,EKİNOVA,28.62572,41.13747
istb.193818,BAKIRCILAR,28.6244,41.1482
istb.189454,LOJMANLAR,28.62411,41.1534
istb.189575,HADIMKÖY PTT,28.62266,41.1555
istb.189570,HADIMBABA CAMİİ,28.62008,41.15614
istb.192973,HADIMBABA,28.61759,41.15785
istb.192975,HADIMKÖY ÜÇYOL,28.61607,41.16612
istb.192977,YAMAÇ EVLERİ,28.61444,41.16808
istb.193815,MEVLANA CAD.,28.61213,41.17152
istb.192979,VADİ,28.61336,41.16946
istb.193365,NAMIK KEMAL CAD,28.60986,41.17663
istb.192841,OSMANGAZİ İÖO,28.60893,41.1779
istb.192981,İSTASYON MAHALLESİ,28.60819,41.18031
istb.192983,HADIMKÖY TOKİ,28.60736,41.18194
istb.192980,İSTASYON MAHALLESİ,28.61266,41.1705
istb.192840,OSMANGAZİ İÖO,28.61293,41.1701
istb.193364,NAMIK KEMAL CAD.,28.61327,41.16957
istb.192978,VADİ,28.61335,41.16943
istb.193814,MEVLANA CAD.,28.61197,41.1715
istb.192976,YAMAÇ EVLERİ,28.61429,41.16802
istb.192974,HADIMKÖY ÜÇYOL,28.61592,41.16608
istb.192972,HADIMBABA,28.6182,41.15743
istb.189569,HADIMKÖY,28.61396,41.1575
istb.189568,TURGUT ÖZAL CADDESİ,28.61346,41.15633
istb.189573,HADIMKÖY BENZİNCİ,28.61665,41.15219
istb.192922,ÖRFİ Ç.KAYA LİSESİ,28.61881,41.1529
istb.189574,HADIMKÖY PTT,28.62243,41.15546
istb.189453,LOJMANLAR,28.6244,41.1534
istb.190089,BAKIRCILAR,28.62606,41.14797
istb.194147,SOYAK,28.62348,41.13266
istb.190174,YEŞİLBAYIR KÖYÜ,28.62509,41.1221
