stop_id,stop_name,stop_lon,stop_lat
istb.189639,HESKOOP,28.79359,41.07337
istb.189633,SÜLEYMAN DEMİREL BUL,28.79349,41.079
istb.189632,SÜLEYMAN DEMİREL BUL,28.79321,41.07896
istb.189638,HESKOOP,28.79338,41.07317
istb.189721,AYKOSAN,28.79472,41.07129
istb.189640,HIRDAVATÇILAR SAN Sİ,28.79713,41.06844
istb.189642,METALİŞ SANAYİ SİT.,28.79985,41.06588
istb.192955,MASKO,28.80327,41.0648
istb.188981,EMİNÖNÜ,28.96964,41.01893
istb.184448,NİŞANGAH,28.96579,41.05639
istb.184551,BONCUK SOKAK,28.95025,41.05054
istb.184441,ÇIKSALIN,28.9515,41.04973
istb.184447,NİŞANGAH,28.9667,41.05557
istb.184348,KARKUYUSU,28.98883,41.06661
istb.184125,MECİDİYEKÖY-MEZARLIK,28.99073,41.06629
istb.184136,ŞİŞLİ MERKEZ,28.99222,41.06402
istb.184328,İST. ADALET SARAYI,28.98195,41.06982
istb.183289,İGDAŞ,28.97821,41.06694
istb.184466,OKMEYDANI EĞT.HAST3,28.97574,41.06365
istb.189115,VEZNECİLER,28.96084,41.01144
istb.189407,BAĞLAR,28.79021,40.98775
istb.189421,YEŞİLOVA,28.78626,40.98625
istb.189423,CENNET MAHALLESİ,28.782,40.98557
istb.189429,KÜÇÜKÇEKMECE (E5),28.7701,40.98667
istb.189435,İETT KAMPI,28.74544,40.97828
istb.189437,HACI ŞERİF,28.74081,40.97752
istb.193042,ŞÜKRÜBEY,28.73655,40.97802
istb.189439,LONDRA ASFALTI,28.73422,40.97893
istb.193640,AVCILAR ÖĞRENCİ YURD,28.72847,40.9823
istb.193655,AVCILAR METROBÜS,28.72404,40.98553
istb.189614,İ.Ü. AVCILAR KAMPÜSÜ,28.72262,40.98863
istb.189709,LİMAN YOLU,28.6782,40.995
istb.193342,BULUT,28.67891,40.99179
istb.193344,YAKUPLU,28.68249,40.98306
istb.193650,İHLAS CADDESİ,28.68223,40.98135
istb.194174,İHLAS KOLEJİ,28.68022,40.98132
istb.189707,AKASYA,28.67908,40.97935
istb.189705,VİLLALAR,28.67634,40.97736
istb.189703,ÇARŞI,28.67586,40.97906
istb.190331,FATİH CADDESİ,28.67551,40.98101
istb.194049,SAĞLIK SİTESİ,28.67422,40.98199
istb.194047,HÜRRİYET BULVARI,28.67185,40.98239
istb.194411,F.S.MEHMET CADDESİ,28.67074,40.98524
istb.189701,HÜRRİYET CADDESİ,28.66804,40.98839
istb.194409,OSMANLI CADDESİ,28.66445,40.98956
istb.194113,MERMERCİLER SİTESİ,28.66171,40.98985
istb.194407,KAVAKLI YOLU,28.65844,40.98992
istb.194111,1.ADA,28.65731,40.98771
istb.194108,İHLASMARMARA EVLERİ,28.65743,40.98432
istb.194110,1.ADA,28.65768,40.98773
istb.194406,KAVAKLI YOLU,28.65851,40.98983
istb.194112,MERMERCİLER SİTESİ,28.6618,40.98971
istb.194408,OSMANLI CADDESİ,28.66442,40.98948
istb.189700,HÜRRİYET CADDESİ,28.66772,40.98843
istb.194410,F.S.MEHMET CADDESİ,28.67035,40.98545
istb.194046,HÜRRİYET BULVARI,28.67165,40.98243
istb.194048,SAĞLIK SİTESİ,28.67408,40.98194
istb.190330,FATİH CADDESİ,28.67514,40.98093
istb.189702,ÇARŞI,28.67567,40.97895
istb.189704,VİLLALAR,28.67655,40.97735
istb.189706,AKASYA,28.679,40.97934
istb.194173,İHLAS KOLEJİ,28.68002,40.98129
istb.193462,YAKUPLU KAVŞAK,28.66802,40.98923
istb.193463,IHLAMUR SOKAK,28.66901,40.99004
istb.194145,OSMANLI CADDESİ,28.67533,40.98957
istb.189708,LİMAN YOLU,28.67912,40.99329
istb.193656,İ.Ü.AVCILAR KAMPÜSÜ-,28.72319,40.98487
istb.189438,LONDRA ASFALTI,28.73204,40.97968
istb.193041,ŞÜKRÜBEY,28.73023,40.98077
istb.191012,DENİZKÖŞKLER MAHHALE,28.73596,40.97784
istb.189436,HACI ŞERİF,28.74014,40.97653
istb.189434,İETT KAMPI,28.74576,40.9779
istb.189428,KÜÇÜKÇEKMECE (E5),28.7691,40.9862
istb.189422,CENNET MAHALLESİ,28.78225,40.98502
istb.189420,YEŞİLOVA,28.78657,40.9859
istb.189406,BAĞLAR,28.7908,40.98752
istb.189914,OTOGAR,28.89405,41.04077
istb.190142,GÜNEŞPARK EVLERİ,28.78983,41.04117
istb.190338,KOCA ALI SOKAK,28.78807,41.03905
istb.190917,GARİPDEDE TÜRBESİ,28.76698,40.98681
istb.189430,BLOKLAR,28.76455,40.985
istb.189431,AVCILAR YANYOL,28.76227,40.98427
istb.189613,İ.Ü. AVCILAR KAMPÜSÜ,28.7216,40.98784
istb.189617,ÇARŞI,28.7222,40.98319
istb.189456,CAMİ SOKAK,28.72093,40.98177
istb.194196,PARK,28.72016,40.97944
istb.189619,AVCILAR,28.71988,40.97812
istb.189621,AMBARLI İ.Ö.O.,28.71824,40.97591
istb.189623,AMBARLI,28.71414,40.97448
istb.189625,FEVZİ ÇAKMAK CADDESİ,28.71083,40.97596
istb.189627,HARMANTEPE,28.70907,40.97768
istb.189629,AMBARLI SİTELER,28.70738,40.97912
istb.190523,CİHANGİR MAHALLESİ,28.70149,40.98352
istb.193739,DOLUM TESİSLERİ YOLU,28.69863,40.98383
istb.190864,DOLUM TESİSLERİ,28.7,40.98156
istb.189628,AMBARLI SİTELER,28.70717,40.97911
istb.189626,HARMANTEPE,28.70876,40.97799
istb.189624,FEVZİ ÇAKMAK CADDESİ,28.71079,40.97579
istb.189622,AMBARLI,28.71411,40.97443
istb.189620,AMBARLI İ.Ö.O.,28.71837,40.97583
istb.189618,AVCILAR,28.72062,40.97795
istb.194197,FATİH SOKAK,28.72308,40.98098
istb.189616,ÇARŞI,28.72291,40.98288
istb.189610,MERKEZ MAHALLESİ,28.72885,40.98158
istb.190339,KOCA ALI SOKAK,28.78815,41.03901
istb.190143,GÜNEŞPARK EVLERİ,28.79014,41.04121
istb.193694,AVCILAR METROBÜS76M,28.72668,40.98346
istb.192826,AVCILAR,28.72699,40.98266
istb.189426,KÜÇÜKÇEKMECE,28.77012,40.98607
istb.189427,KÜÇÜKÇEKMECE METROBÜ,28.77,40.98793
istb.189730,ESENKENT CAMİİ,28.67267,41.05859
istb.189567,TALATPAŞA CAD.,28.67222,41.06048
istb.194074,ESENKENT,28.67158,41.06319
istb.190536,YEŞİLTEPE (146),28.67561,41.06364
istb.194136,BOĞAZKÖY GİRİŞİ,28.66689,41.06872
istb.189677,ATATÜRK BULVARI,28.66625,41.07029
istb.189680,KARDELEN EVLERİ,28.66719,41.07345
istb.189719,İÇKENT,28.67138,41.07637
istb.189763,MİMARLAR SİTESİ,28.67467,41.07855
istb.194031,11.CADDE,28.677,41.07963
istb.193744,BOĞAZKÖY SON DURAK,28.6754,41.08427
istb.194030,11.CADDE,28.67744,41.08018
istb.189676,ATATÜRK BULVARI,28.66634,41.07058
istb.194135,BOĞAZKÖY GİRİŞİ,28.66665,41.06873
istb.190535,YEŞİLTEPE (146),28.67167,41.06522
istb.194073,ESENKENT,28.67158,41.06321
istb.189565,TALATPAŞA CADDESİ,28.67219,41.05959
istb.189729,ESENKENT CAMİİ,28.67267,41.05859
istb.193645,ESENYURT YOLU,28.71888,40.99116
istb.193016,BORUSAN OTOMOTİV,28.71604,40.99427
istb.193012,AVCILAR İGDAŞ,28.71359,40.99812
istb.193010,ÜNİVERSİTE MAHALLESİ,28.71281,41.00012
istb.193014,ORHANGAZİ CADDESİ,28.71051,41.00228
istb.189464,MUSTAFA KEMALPAŞA MA,28.70811,41.04445
istb.193007,ANADOLU HASTANESİ,28.7056,41.00642
istb.189860,FİRUZKÖY SAPAĞI,28.70546,41.00636
istb.192937,SAADETDERE MAHALLESİ,28.70156,41.00959
istb.189466,SU DEPOSU,28.69931,41.01115
istb.189468,FEVZİ ÇAKMAK CADDESİ,28.69769,41.01205
istb.189470,SONEVLER,28.69455,41.01351
istb.192924,PARK,28.69139,41.01577
istb.190429,TEPE,28.68944,41.01811
istb.189472,İNCİRTEPE,28.68759,41.02115
istb.189474,FATİH MAHALLESİ,28.68516,41.02526
istb.189476,ESENYURT BELEDİYE,28.68366,41.02831
istb.190374,ESENYURT,28.68091,41.03317
istb.189478,CUMHURİYET MEYDANI,28.67984,41.03503
istb.189480,DOĞANARASLI CADDESİ,28.67883,41.03722
istb.189482,SAĞLIK OCAĞI,28.67709,41.04069
istb.190312,KİPTAŞ ESENYURT,28.67611,41.04247
istb.189485,ÖRNEKTEPE MAHALLESİ,28.67459,41.04628
istb.194021,FABRİKALAR,28.67346,41.0496
istb.190355,ARDIÇLIEVLER,28.6707,41.05255
istb.189566,TALATPAŞA CADDESİ,28.67236,41.05961
istb.194115,BATI KAPISI,28.67929,41.06297
istb.189502,BAHÇEŞEHİR,28.68342,41.06237
istb.190354,ARDIÇLIEVLER,28.67048,41.05226
istb.194020,FABRİKALAR,28.67294,41.04943
istb.189484,ÖRNEKTEPE MAHALLESİ,28.67423,41.04594
istb.190311,KİPTAŞ ESENYURT,28.67573,41.04246
istb.189483,SAĞLIK OCAĞI,28.67681,41.0408
istb.189481,DOĞANARASLI CADDESİ,28.6787,41.03716
istb.189479,CUMHURİYET MEYDANI,28.67943,41.03493
istb.190373,ESENYURT,28.68071,41.03273
istb.189477,ESENYURT BELEDİYE,28.68306,41.0286
istb.189475,FATİH MAHALLESİ,28.68493,41.02471
istb.189473,İNCİRTEPE,28.68754,41.02094
istb.190430,TEPE,28.68929,41.01799
istb.192923,NAMIK KEMAL MAH.,28.69224,41.01477
istb.189471,SONEVLER,28.69403,41.01366
istb.189469,FEVZİ ÇAKMAK CADDESİ,28.69715,41.01219
istb.189467,SU DEPOSU,28.69916,41.01121
istb.192936,SAADETDERE MAHALLESİ,28.70156,41.00942
istb.193006,ANADOLU HASTANESİ,28.70631,41.00564
istb.189463,MUSTAFAKEMAL PAŞA MA,28.70781,41.00427
istb.193013,ORHANGAZİ CADDESİ,28.7099,41.00273
istb.193009,ÜNİVERSİTE MAHALLESİ,28.71289,40.99964
istb.193011,AVCILAR İGDAŞ,28.71366,40.99785
istb.193015,BORUSAN OTOMOTİV,28.7157,40.99484
istb.190996,BAKIRKÖY,28.87334,40.98208
istb.189822,EMLAKBANK KONUTLARI,28.64276,41.01244
istb.190870,BİZİMKENT,28.64118,41.00996
istb.194012,A KISMI,28.64435,41.00893
istb.193108,ÇAMLIK,28.64652,41.00891
istb.193346,ENVER ATAKAN,28.6492,41.00828
istb.193109,GÜLBAHÇE,28.6477,41.00641
istb.193647,ÇAMTEPE,28.64803,41.00553
istb.189834,C KISMI,28.64696,41.00383
istb.190945,CUMHURİYET CADDESİ,28.64272,41.00309
istb.190868,CUMHURİYET MEYDANI,28.64253,41.00076
istb.194213,ADAKENT BULVARI,28.64521,41.00027
istb.194211,ÇİFTLİK CADDDESİ,28.64509,40.99739
istb.192824,ANKARA CADDESİ,28.64732,40.99586
istb.194209,MEGAKENT,28.64754,40.99276
istb.194039,SEÇKİNLER SİTESİ,28.64987,40.99564
istb.194207,ATATÜRK BULVARI,28.65156,40.99786
istb.194203,BEYLİKDÜZÜ,28.6531,41.00086
istb.194206,ATATÜRK BULVARI,28.65131,40.99771
istb.194038,SEÇKİNLER SİTESİ,28.64974,40.99565
istb.194208,MEGAKENT,28.64754,40.99451
istb.192823,ANKARA CADDESİ,28.64752,40.99583
istb.194210,ÇİFTLİK CADDDESİ,28.64518,40.99746
istb.194212,ADAKENT BULVARI,28.6453,41.00045
istb.190867,CUMHURİYET MEYDANI,28.64241,41.00099
istb.190944,CUMHURİYET CADDESİ,28.64334,41.00348
istb.189833,C KISMI,28.64701,41.00371
istb.190528,B KISMI,28.64721,41.00718
istb.194011,A KISMI,28.64425,41.00903
istb.190869,BİZİMKENT,28.64143,41.01017
istb.189821,EMLAKBANK KONUTLARI,28.64285,41.01234
istb.184126,MECİDİYEKÖY-MEZARLIK,28.99005,41.06646
istb.184122,MECİDİYEKÖY-MEZARLIK,28.99011,41.06636
istb.188989,EMİNÖNÜ,28.97008,41.01862
istb.184153,ELMADAĞ,28.9866,41.04228
istb.184151,HARBİYE,28.98762,41.04871
istb.184149,PANGALTI,28.98752,41.05186
istb.184146,OSMANBEY,28.9871,41.0549
istb.184142,ŞİŞLİ ETFAL,28.987,41.0579
istb.184139,ŞİŞLİ CAMİİ,28.98956,41.06232
istb.184385,ORTAKLAR CADDESİ,28.99611,41.06492
istb.184383,MEVLÜT PEHLİVAN SOK.,28.99762,41.06328
istb.184380,M.KÖY VERGİ DAİRESİ,29.00133,41.06384
istb.184109,GAYRETTEPE,29.00544,41.06334
istb.184384,EMNİYET MÜDÜRLÜĞÜ,29.00268,41.06463
istb.184113,MECİDİYEKÖY-VİYADÜK,28.99512,41.06645
istb.184137,ŞİŞLİ MERKEZ,28.99209,41.06419
istb.184140,ŞİŞLİ CAMİ,28.98818,41.06152
istb.184143,ŞİŞLİ ETFAL,28.98689,41.05754
istb.184144,OSMANBEY,28.987,41.0545
istb.184148,PANGALTI,28.98746,41.05165
istb.184152,HARBİYE,28.98711,41.04749
istb.188944,TRT İSTANBUL RADYOSU,28.98639,41.04524
istb.184154,ELMADAĞ,28.9865,41.04199
istb.184382,AHİ EVRAN TİC.LİSESİ,28.99791,41.06229
istb.184377,HİLTON SİTESİ,28.99861,41.0589
istb.184381,AHİ EVRAN TİC.LİSESİ,28.9977,41.06255
istb.189405,POLİS OKULU,28.79614,40.98728
istb.189403,HARMANLAR,28.79558,40.98456
istb.189401,ŞENLİKKÖY,28.7932,40.98056
istb.189399,ATATÜRK ORMANI,28.79209,40.97842
istb.189397,HAVUZLU BAHÇE,28.79111,40.97651
istb.193998,ORMAN SOKAK,28.7943,40.97435
istb.189389,SPOR TESİSLERİ,28.79783,40.97382
istb.194024,FÜZE SOKAK,28.8018,40.97285
istb.194107,ÇİÇEKÇİ,28.80342,40.97174
istb.189388,KONAKLI,28.80036,40.97001
istb.189386,ADAKALE,28.79806,40.96872
istb.189393,ECELER,28.79531,40.96991
istb.189395,ATIŞ POLİGONU,28.79369,40.97096
istb.189385,FLORYA,28.79478,40.96957
istb.194062,BELEDİYE.TESİSLERİ,28.79594,40.96829
istb.194063,SOSYAL TESİSLER,28.80303,40.96428
istb.194061,BELEDİYE TESİSLERİ,28.7961,40.96831
istb.189384,FLORYA,28.78974,40.97191
istb.189394,ATIŞ POLİGONU,28.79359,40.97088
istb.189392,ECELER,28.79521,40.96988
istb.189387,KONAKLI,28.79822,40.97108
istb.189391,SARUHAN SOKAK,28.80083,40.97251
istb.189390,SPOR TESİSLERİ,28.79789,40.97389
istb.193997,ORMAN SOKAK,28.79452,40.97441
istb.189396,HAVUZLU BAHÇE,28.79093,40.97606
istb.189398,ATATÜRK ORMANI,28.79201,40.97801
istb.189400,ŞENLİKKÖY,28.79337,40.98067
istb.189402,HARMANLAR,28.79562,40.98445
istb.190437,YENİBOSNA METRO,28.83795,40.99065
istb.191005,YEŞİL KIBRIS,28.8722,40.98518
istb.191003,BAKIRKÖY,28.87153,40.98252
istb.191015,ÇARŞI,28.86856,40.97805
istb.191016,ÇARŞI,28.86869,40.97802
istb.191011,DİKİLİTAŞ,28.87029,40.99139
istb.191008,KLİNİK,28.87187,40.98837
istb.190992,P.BLOK,28.86589,40.98238
istb.190990,MAKBULE ATADAN,28.86383,40.98077
istb.190988,ATAKÖY 3.KISIM,28.85938,40.98178
istb.190986,ATAKÖY 4.KISIM,28.8569,40.98564
istb.190984,UĞUR MUMCU BULVARI,28.85168,40.98648
istb.190982,CUMHURİYET LİSESİ,28.84905,40.98707
istb.190979,ÇARŞI,28.84589,40.98792
istb.190978,ATAKÖY İ.Ö.O.,28.842,40.98804
istb.190977,ATAKÖY 9-10. KISIM,28.83928,40.98906
istb.190980,BARUTHANE,28.84339,40.98562
istb.190981,CUMHURİYET LİSESİ,28.84787,40.98631
istb.190983,UĞUR MUMCU BULVARI,28.85158,40.98633
istb.190985,ATAKÖY 4.KISIM,28.85698,40.98504
istb.190987,ATAKÖY 3.KISIM,28.85905,40.98164
istb.190989,MAKBULE ATADAN,28.8641,40.98067
istb.190991,P.BLOK,28.86603,40.98236
istb.189010,YENİKAPI,28.95664,41.00363
istb.184145,OSMANBEY,28.98422,41.05341
istb.184504,KURTULUŞ CADDESİ,28.9839,41.05203
istb.184506,TEPEÜSTÜ,28.98149,41.04924
istb.184508,SİNEMKÖY,28.98028,41.04781
istb.184510,KURTULUŞ,28.97781,41.04486
istb.184509,SİNEMKÖY,28.98021,41.04756
istb.184507,TEPEÜSTÜ,28.9817,41.04939
istb.184505,KURTULUŞ CADDESİ,28.98401,41.05214
istb.184150,PANGALTI,28.98604,41.05182
istb.189028,EMİNÖNÜ KANTARCILAR,28.96501,41.01925
istb.184181,KARAKÖY,28.97502,41.02219
istb.184178,TOPHANE,28.98058,41.0268
istb.188918,FINDIKLI,28.98879,41.03144
istb.184171,KABATAŞ,28.99255,41.034
istb.188894,DOLMABAHÇE,28.99395,41.03579
istb.184415,D.BAHÇE GAZHANE CD.,28.99281,41.03995
istb.184169,GÜMÜŞSUYU,28.99073,41.03691
istb.184155,ALTINTEPE,28.98349,41.03916
istb.184166,PARK OTEL,28.98761,41.03533
istb.184167,TEKNİK ÜNİVERSİTE,28.99254,41.0372
istb.184170,KABATAŞ,28.99267,41.03455
istb.188919,FINDIKLI,28.98879,41.03107
istb.184177,SALIPAZARI,28.98621,41.02877
istb.184179,TOPHANE,28.97999,41.02671
istb.184180,KEMERALTI,28.97699,41.02501
istb.189033,EMİNÖNÜ TRANSİT,28.96806,41.01868
istb.184253,BARUTHANE CADDESİ,28.98434,41.0527
istb.184516,FERİKÖY,28.97653,41.0518
istb.183294,YAY MEYDANI CADDESİ,28.97471,41.05052
istb.184514,KABRİSTAN,28.97273,41.048
istb.184512,YAYLA MAHALLESİ,28.97112,41.04509
istb.183330,CİN DERESİ,28.97413,41.04594
istb.184511,YAYLA MAHALLESİ,28.97119,41.04504
istb.184513,KABRİSTAN,28.97285,41.04801
istb.183293,YAY MEYDANI CADDESİ,28.97479,41.05042
istb.184515,FERİKÖY,28.97671,41.0517
istb.184517,ORTANCA,28.97847,41.05437
istb.184518,BOZKURT,28.9827,41.05365
istb.188988,EMİNÖNÜ,28.97019,41.01873
istb.185745,ÜMRANİYE DEVLET HAST,29.10224,41.03363
istb.185242,EŞREF BİTLİS CADDESİ,29.09811,41.03413
istb.187134,ELMALIKENT,29.09656,41.03311
istb.187119,MENEKŞE SOKAK,29.09629,41.02995
istb.187117,BAĞ SOKAK,29.09407,41.02819
istb.187000,MEVLANA PARKI,29.09085,41.02709
istb.186998,ÜMRANİYE MERKEZ CAMİ,29.08699,41.02579
istb.186230,TANTAVİ KÖPRÜSÜ,29.08611,41.02781
istb.186366,SİPAHİOĞLU CAD.,29.08232,41.0287
istb.192526,SİTELER,29.08031,41.02999
istb.191674,YAVUZTÜRK SAPAĞI,29.07979,41.03215
istb.186832,İMKB KIZ MES.LİS.,29.07836,41.03531
istb.186830,ÜZÜM SOKAK,29.07627,41.03633
istb.187599,BAYIR SOKAK,29.07333,41.03663
istb.192501,M.AKİF ERSOY MAH.,29.07075,41.03919
istb.192498,YENİ ŞAHİN SOKAK,29.0689,41.03954
istb.192496,SAĞLIK SOKAK,29.06617,41.03729
istb.192493,KİRAZLITEPE SAPAĞI,29.06239,41.03553
istb.192491,SARAY,29.05908,41.03637
istb.192489,Y.EMRE SAĞLIK OCAĞI,29.05812,41.03836
istb.192487,AYÇİN SOKAK,29.05663,41.03901
istb.192485,KÜPLÜCE,29.0523,41.03931
istb.192482,ÇAMLICA CAD.,29.05137,41.04081
istb.192339,BEYLERBEYİ,29.04627,41.04416
istb.192337,BEYLERBEYİ,29.04493,41.04412
istb.192335,BEYLERBEYİ SARAYI,29.04241,41.04322
istb.192334,BEYLERBEYİ SARAYI,29.04256,41.04316
istb.192338,BEYLERBEYİ,29.04624,41.04413
istb.192483,ÇAMLICA CAD.,29.0513,41.04064
istb.192484,KÜPLÜCE,29.05216,41.03926
istb.192486,AYÇİN SOKAK,29.0554,41.0388
istb.192488,Y.EMRE SAĞLIK OCAĞI,29.05811,41.03813
istb.192490,SARAY,29.05892,41.0364
istb.192492,KİRAZLITEPE SAPAĞI,29.06236,41.03547
istb.192495,SAĞLIK SOKAK,29.06601,41.03701
istb.192497,YENİ ŞAHİN SOKAK,29.06869,41.03941
istb.192500,M.AKİF ERSOY MAH.,29.07066,41.03914
istb.187598,BAYIR SOKAK,29.07341,41.03654
istb.186831,ÜZÜM SOKAK,29.07589,41.03626
istb.186833,İMKB KIZ MES.LİS.,29.07835,41.03522
istb.191675,YAVUZTÜRK SAPAĞI,29.08,41.03084
istb.191669,TANTAVİ,29.08088,41.02757
istb.191144,SANTRAL,29.08526,41.02527
istb.186997,ÜMRANİYE MERKEZ CAMİ,29.08737,41.02583
istb.186999,MEVLANA PARKI,29.09083,41.02702
istb.187116,BAĞ SOKAK,29.09434,41.02826
istb.187118,MENEKŞE SOKAK,29.09634,41.0299
istb.187133,ELMALIKENT,29.09686,41.0332
istb.185243,EŞREF BİTLİS CADDESİ,29.09826,41.03408
istb.189007,YENİKAPI,28.95725,41.00368
istb.184114,MECİDİYEKÖY-VİYADÜK,28.99589,41.06637
istb.184111,ALİ SAMİ YEN,28.99986,41.06645
istb.184426,TELEFON BAŞ MÜD.,29.00819,41.06579
istb.184107,ESENTEPE,29.01017,41.06639
istb.184106,ESENTEPE,29.00856,41.06831
istb.184110,GAYRETTEPE,29.00591,41.0679
istb.184355,ZİNCİRLİDERE,29.00027,41.07505
istb.184358,GALATA DERESİ CD.,28.99731,41.07614
istb.184362,FİLİZ CAMİİ,28.99358,41.0767
istb.184321,YEŞİLCE CADDESİ,28.99072,41.07752
istb.184360,FİLİZ CAMİİ,28.9925,41.0759
istb.184371,MECİDİYEKÖY DEREYOLU,28.99405,41.07326
istb.188945,M.KÖY LİSESİ,28.99653,41.07103
istb.183196,KONYALI CAMİİ,28.9986,41.0684
istb.188937,ÇEVRE HASTANESİ,29.00106,41.06736
istb.184115,MECİDİYEKÖY-VİYADÜK,28.99702,41.0668
istb.184141,ŞİŞLİ,28.98757,41.06234
istb.183197,KONYALI CAMİİ,28.9995,41.0679
istb.188946,M.KÖY LİSESİ,28.9965,41.07107
istb.184370,MECİDİYEKÖY DEREYOLU,28.99401,41.07344
istb.184361,FİLİZ CAMİİ,28.99357,41.07674
istb.184359,GALATA DERESİ CD.,28.99747,41.076
istb.184373,PROFİLO,29.0001,41.0695
istb.184376,OSMAN SAĞNAK CAMİİ,28.9976,41.0727
istb.184374,GÜLBAĞ,28.9947,41.0748
istb.184375,OSMAN SAĞNAK CAMİİ,28.99777,41.07259
istb.184372,PROFİLO,29.0001,41.0695
istb.193231,BEŞİKTAŞ İSKELE,29.00734,41.04148
istb.183476,YILDIZ TEK.ÜNV.,29.00887,41.05137
istb.183473,ERTUĞRUL SİTESİ,29.00965,41.05508
istb.183471,DARPHANE,29.01056,41.05853
istb.183469,BALMUMCU,29.01123,41.06061
istb.183466,Z.KUYU-METROBÜS 2,29.01303,41.06574
istb.183463,ZİNCİRLİKUYU,29.01518,41.06992
istb.183457,LEVENT,29.01452,41.07653
istb.183768,BACADİBİ,29.00673,41.07958
istb.183770,ORTABAYIR,29.00455,41.07888
istb.183772,ÖĞRETMENLER,29.0002,41.07874
istb.183774,GÜLTEPE CAMİİ,28.99724,41.07888
istb.183776,OKUL,28.99452,41.07969
istb.183778,GÜLTEPE,28.99233,41.0814
istb.183901,ALİŞAR,28.98616,41.08626
istb.183345,İSKİ,28.98277,41.08828
istb.183348,K.HANE CENDERE YOLU,28.97933,41.08556
istb.188964,İSMET PAŞA CADDESİ,28.97455,41.08217
istb.184294,KAĞITHANE,28.97271,41.08233
istb.184299,ALİ FUAT CEBESOY,28.97163,41.08512
istb.183301,SULAR İDARESİ,28.97004,41.08608
istb.184301,AKOM,28.96695,41.08607
istb.183310,İSKİ GENEL MÜDÜRLÜĞÜ,28.96457,41.08583
istb.184304,NURTEPE YOLU,28.96293,41.08347
istb.184306,H.ETHEM ÜKTEM İÖO.,28.96306,41.07957
istb.184309,NURTEPE,28.96102,41.07788
istb.184308,NİŞANTAŞLAR,28.95929,41.07644
istb.183221,TEPE,28.95706,41.07436
istb.184311,GÜZELTEPE,28.95601,41.07289
istb.183220,TEPE,28.95713,41.07421
istb.184307,NİŞANTAŞLAR,28.95945,41.07644
istb.184310,NURTEPE,28.96125,41.07793
istb.184305,H.ETHEM ÜKTEM İÖO.,28.96328,41.0796
istb.184303,NURTEPE YOLU,28.96306,41.08323
istb.184302,AKOM,28.96653,41.08599
istb.184300,ALİ FUAT CEBESOY,28.97145,41.08494
istb.184293,KAĞITHANE,28.97317,41.08197
istb.183173,KAĞITHANE PARK,28.97264,41.07979
istb.184291,KAĞITHANE,28.97489,41.07978
istb.183343,AYAZMA YOLU,28.97644,41.08244
istb.183349,K.HANE CENDERE YOLU,28.9794,41.0854
istb.183346,İSKİ,28.98266,41.08801
istb.183782,YAHYA KEMAL MAH.,28.98802,41.08481
istb.184056,Y.KEMAL YOKUŞU,28.98887,41.08316
istb.183779,GÜLTEPE,28.9924,41.08119
istb.183777,OKUL,28.99502,41.07944
istb.183775,GÜLTEPE CAMİİ,28.99773,41.07883
istb.183773,ÖĞRETMENLER,29.0002,41.07874
istb.183771,ORTABAYIR,29.00363,41.07857
istb.183769,BACADİBİ,29.00729,41.07985
istb.183967,FABRİKALAR,29.01228,41.07871
istb.183462,ZİNCİRLİKUYU,29.01462,41.06963
istb.183464,Z.KUYU-METROBÜS 1,29.01321,41.06693
istb.183468,BALMUMCU,29.01108,41.06091
istb.183470,DARPHANE,29.01014,41.05791
istb.183472,ERTUĞRUL SİTESİ,29.00962,41.05617
istb.183474,YILDIZ TEK.ÜNV.,29.00853,41.05121
istb.183787,BEŞİKTAŞ MEYDAN,29.00764,41.04339
istb.191101,ÜSKÜDAR,29.015,41.02648
istb.191100,ÜSKÜDAR,29.01541,41.02499
istb.191320,AHMEDİYE,29.01575,41.02336
istb.191804,HALİL RÜŞTÜ İÖOKL.,29.01777,41.02033
istb.191802,DR.FAHRİ ATABEY CAD.,29.02014,41.01863
istb.191667,S. MEHMET PAŞA İÖOKL,29.02184,41.01752
istb.191307,ÜSKÜDAR ZABITA MDR.,29.02417,41.01672
istb.191334,ZEYNEP KAMİL HST.,29.02623,41.01611
istb.191335,ASKERLİK ŞUBESİ,29.02917,41.01571
istb.191360,MÜTEVELLİ ÇEŞMESİ,29.03178,41.01558
istb.186672,PAŞABAHÇE BLOKLARI,29.03518,41.01336
istb.191370,İŞÇİ EVLERİ,29.03621,41.01266
istb.191607,VALİDEBAĞ,29.03815,41.01201
istb.187146,VALİDEBAĞ SANATORYUM,29.03965,41.01145
istb.191538,ÜSK.YEŞİLAY MERKEZİ,29.04229,41.00991
istb.191536,FAİKBEY SOKAK,29.04504,41.00851
istb.191496,YILDIZ TEKNİKÜNV LOJ,29.0463,41.00724
istb.187128,TÜRK TELEKOM,29.04834,41.00706
istb.188077,ÇAMLICA KIZ LİSESİ,29.04994,41.00811
istb.188079,ALTINBAKKAL,29.05165,41.01024
istb.188081,ACIBADEM CAD.,29.05325,41.01207
istb.188083,NİŞANTAŞI,29.05605,41.01484
istb.188039,METROBÜS ACIBADEM,29.05837,41.01567
istb.188041,KÜÇÜK ÇAMLICA,29.06043,41.01396
istb.188043,BARIŞ MANÇO PARKI,29.06246,41.01223
istb.188045,ZAHİT KOTKU,29.06345,41.00931
istb.191305,KOTKU CAMİ,29.06457,41.01
